username,rating,time,votes,comment
麻麻林,5,2020-06-17 17:54:30,8,进击的巨人到S03 part 2真正升华到了神作的地位，打五星都不足以表达我的敬意，也应了一个普遍的准则：流传后世的伟大作品都以悲剧为内核。团长的死可以把人虐哭，残酷的两难抉择才体现世界的真实。皮克西斯司令说：如果我们不把真相还给人民，夺取了雷斯政权的我们又正义何在呢？如此左的作品，竟然在某国被打赏右翼标签而禁播，怕不是刺痛了某些人软弱的神经。而更为震撼的是接Alan和Alvin的嘴阐述的“人间即地狱”的观点，和三体的高度有的一拼，在此再次向团长纯粹的求真致以最高的敬意。
T.V.Zoe ி,4,2025-10-09 14:40:28,0,兵长的打戏太精彩了拍手叫绝，人类太坏了还是灭绝了好，海的对面不是自由，如鲠在喉。
Darkness,5,2019-04-29 13:37:14,10,我日，虽然已经看过一遍漫画了，但是看完第一集的时候仍然热血沸腾。新OPED都好听。巨人系列算日本TV动画顶尖之一了。54阿尔敏献身，泪，流出来了。
复制人罗伊,4,2019-07-01 04:03:48,7,漫画第88话点题超神之笔的疲软潦草真的是狂怒，几乎败掉了《完全比赛》、《勇者》、《白夜》的风评狂飙三连击，这一次真的不能五颗星，拿着惊天地泣鬼神的玛利亚墙夺还战篇，以及开始散发文学气质的地下室揭秘墙外篇，这样漫画史上屈指可数的原作本子，做得跌跌撞撞，当代日本动画的扛把子失去了冲击历史级TOP地位的格调，魔改台词甚至把唯物主义辨证弄成历史虚无主义，漫画党再怎么解释，连动画党自己都懒得去看原作，中国的黑子这下抓到了辫子又怎么会去愿意查清事实……
薄暮秋风起,5,2023-03-16 17:59:27,5,从走向地下室的那一刻开始，巨人不再是一个模式化的热血动画，而是走进了深刻反思人类战争命运的经典行列
魚䲆鱻䲜,5,2019-10-15 16:11:09,18,没想到第二季和第三季前篇连豆瓣条目都没有，封得这么彻底。三天之内看完的第二季，第三季，第三季Part.2，十分连贯精彩。剧情由第一季单纯对巨人的恐惧，到第二季知道更多人类可以变成巨人的转折，到王政篇人类内部之间的勾心斗角，又到后篇里为真相而做的惨烈牺牲，一步步有节奏的推进再加上激烈的战斗和赤裸裸的残忍，堪称酣畅淋漓的封神之作。艾尔文被吃掉一个胳膊时高呼的前进，兵长刺杀莱纳和猿猴的炫酷，艾尔文带领新兵赴死演说的慷慨激昂，被迫在团长和阿明之间必须做出选择时摆在面前的赤裸裸残酷。画风细腻，制作精良，近年来最好动画，没有之一。
lucifer,4,2019-12-08 17:49:26,2,万万没想到这一步的动漫评价竟然这么高，不可以接受啊。这一步主要有两部分，前一部分是玛丽亚争夺战，主要是攻打铠甲巨人和超大巨人，超大巨人被打死了。阿尔敏因为主角光环继承了超大巨人。整个调查兵团几乎全军覆没，只剩下了那么十几个，因为主角光环太强大，而活下来的人玛利亚之墙被夺回。后半部分就是讲他们在地下室没发现这个世界的真相。世界有两个种群构成巨人，是马来人为了清理他们这个种族饿做的，一共有9个有智商的巨人。在最后的结局，他们到达了马来人的城墙下，看到大海，但是艾伦觉得这一幕相识。看到这一步的感觉就是我都已经看了这么久了，马上都要准备看大结局的时候，没想到这个故事刚刚开始序幕，世界观刚刚形成，不知道要填坑填到那点才能看完。
萤木C,5,2019-07-03 23:40:29,13,这季确实好看，即使之前看过剧透也不影响观感，层层剥开背后的秘密真是震撼，作者早已把境界从正义与邪恶间的庸俗对抗中拉高了几个层次，世界并不是非黑即白，历史也是任由美化篡改，各执一词，巨人之力可以是罪恶也可以是赏赐，能构思出整个大设定就已经很厉害了，人物还都塑造得很好，大战也令人紧张和亢奋，比起爆米花大片真得好看多了
JOAJIA,5,2019-06-06 10:31:54,11,没打五星的我单方面宣布可以瞎了
利器prost,5,2019-07-05 23:53:13,5,时间太长作者忘记设定，坑挖太多填起来费劲——这季填了几个大坑又挖了几个小坑，鉴于断断续续看漫画在前追番在后导致细节连贯不起来也不知道到底算谁的锅的了。披着巨人皮的战斗番跟初号机没什么两样，兵长始终是兵长，Ellen•Jäger赶紧挂了才是真神作 ╮(╯__╰)╭  第四季的发展就当成是八木教广未完成的远征大陆部分来看好了
银色7.62,5,2019-06-14 13:38:49,8,太精彩了……
天林野草,5,2019-05-13 18:11:29,17,"大爷永远是大爷，这个4月，权游，复联，巨人都迎来最高潮，只有巨人没让我失望。

看完第三季，真的非常幸运见证一部超神剧的诞生，无论文戏武戏都精彩绝伦，无比期待明年的10月。"
夜巡者蝎蝎fih,5,2019-05-27 06:10:48,28,被第54话看懵了。真的除了卧槽啥也说不出来。心里又一部六星。二十几分钟内讲述了三个小战场即将走向胜利的结局，残酷的代价，外加一如既往优秀的制作，使这部作品远远优于其他作品。ps：谏山创跟老虚真的不是兄弟吗(#‵′) 看完55话再来吹一波…干部组怎么一个比一个有人格魅力啊，这一季刚爱上团长就(;´༎ຶД༎ຶ`)从此成巨人厨
空山,4,2021-01-10 12:15:06,1,大战真精彩！终于到达地下室了！
本因坊秀智,5,2024-01-30 21:57:21,2,玛丽亚城墙大战真是前三季的高潮，救团长还是救阿尔敏那一段的抉择太虐了。不过随着艾伦父亲的回忆被揭开，基调要整个被颠覆了。如果能停在大海就好了，但是不行啊，一切的悲剧结局已经都写定了。
罐头鱼,5,2020-04-08 22:39:25,9,"我已经做出选择了，放弃你的梦想去死吧，带领新兵冲向地狱，兽之巨人由我解决。
兵长让团长放弃梦想去死的时候，他帮团长从执念里解脱了，兵长选择不把针剂给团长的时候，他帮团长从道德感的自责里解脱了。兵长说我出于私心不救埃尔文，但他自己带着一个誓言留在这残酷的世界上。
我爆哭，谏山创是什么魔鬼人物塑造。白夜这话，每个角色的行为理由都充分正当，这样给观众的刀才扎得更深。阿尔敏确实是那个应当被留下的人，他对未来还有希望，而团长的未来只有责任和痛苦。团长的道德感太强了，他责怪自己用为人类献出心脏的凛然大义包装私心，但他所做的每一件事都对人类有贡献。"
evening77,5,2019-11-17 14:10:29,6,海的对面不是自由，是敌人~我看个番居然给我出电车难题我真是很服气的啊，阿明和团长究竟选谁的问题，最后团长那一甩手我明白了，做出决定的不是兵长还是他啊~隐隐觉得是场惨烈大战怎么也没想到便当是批量生产的，兵长砍猴那里爽了就完事了，莱纳这血是真厚啊，看到尤弥尔给希斯特莉亚写的情书瞬间就崩了，让她们见一面啊混蛋！贝特霍尔德被巨人化的阿明吞食的时刻我的心情也是复杂的，这家伙喜欢着阿尼啊，临死也没能再见上一面啊，阿尼你在哪里啊？终于打开地下室的门，看到的却是各种颠覆常规的信息，吃妈巨居然是戴娜这太恶趣味了吧~子安又配了个变态~明年10月最终季了，为团长献出心脏！
hunterst,5,2019-06-13 21:39:42,32,之前以为有军国主义思想很鄙视，看了之后发现很惭愧
乔乔福音,5,2019-12-11 11:20:13,21,满分神作，我为我之前的轻蔑而深深忏悔
中二病，大好き,5,2019-07-04 11:05:05,6,看到古利夏回忆录那两集时，我一度以为作品含有作者不愿意承认历史的倾向，并且还代表着一部分本国的人。但到最后我明白了，他想传达的是他的一种思考：没有谁对谁错，只是立场不同。毋庸置疑这种思考也是错的，但通过此而创作出的作品无疑是伟大的，是21世纪第二个十年的瑰宝。
1Z,5,2019-06-05 12:14:05,9,论如何在疯狂的世界里保持理智
才不穿袜子,5,2019-06-18 11:54:27,13,谏山不到二十岁的时候到底经历了什么？知识面又深又广且面面俱到，国际政治，社会心理学，存在主义哲学，叙事结构，推理线索设置，战术布置… 不是单有才华能做到的事了。‘严肃小说’作品里还有那部能全面追上巨人这种雪崩现象级的创作？人物塑造也成功，甚至还有弗洛克这样的功用主义者存在，日常说大实话。有如神创世。
骤雨至,5,2025-08-23 10:25:52,0,这季的确好。客观来说，谏山创对整个作品的构建和推翻也做得很厉害——通常而言，在中后期推翻前期做的所有铺垫，试图通过与前期呈现出来的主旨背离而达到震撼读者目的的作品，前期是做不到这么吸引人的，而巨人无论是前期热血上脑的英雄主义，还是这一部呈现出来的虚无和悲哀都做得很吸引人，文本功力了不起。
zzhong,5,2021-01-16 23:37:04,7,越来越接近真相 越来越承受不起
某J。624,5,2020-06-24 13:54:12,7,如果说前三季只是好看，那么这一季当可封神，尤其是ep54、55，从剧情到核心到制作，全程炸裂。一直觉得巨人很会发便当，团长之死的设计更是叹为观止。结尾落在初始就提及的「海那边的自由」，可答案却是更深的绝望。P.S.再次嚎叫兵长太特么帅了！！
清舞翩翩,5,2019-05-14 10:25:43,6,不自由毋宁死，兵长依旧开挂。男主依旧公主化，三笠依旧帅。阿尔敏小天使大脑担当，团长依旧是领导果决。献出心脏，为了自己！！死亡笔记导演+第二季开始的新导演肥塚正史产生化学作用，不要烂尾。越来越燃，终于等到你！！
今朝醉水,5,2019-07-26 06:43:13,11,真的勇士，未必心如磐石，冷若冰霜，而是在绝境中也可以让执念战胜情感，给众人带去希望。团长的冲锋，阿明的坚持，兵长的选择，都是可以记入动漫史册的片段。而真正的神来之笔：众人向往，为之战斗为之牺牲的墙外，并非自由的乐土，而是更为残酷的全世界。
荞麦安娜娜娜,5,2019-07-14 18:08:00,5,啊，哪里才有真正的自由…有人的地方就有江湖…艾伦要黑化了吗
Hola,5,2019-12-08 22:45:42,5,巨人完美诠释了，当你以为发现所谓的真相时，世界总会给你一个更加残酷和真实的答案
Guann,5,2019-05-20 19:23:33,40,团长带着新兵冲向地狱那一幕看得我脑袋发麻鼻子发酸。埃尔文用自己的生命践明了他说了三季的“为人类献出心脏”这句话。没有犹豫，没有胆怯，只为将意义托付给下一个生者。这种一往无前，向死而生的精神，已经足够把进巨推上神作的高度。
梳子等河山,5,2019-06-10 18:15:57,20,最新三集奠定了巨人神作的地位
织姬无意,5,2019-06-08 11:34:14,7,哭的稀里哗啦，做选择的痛苦，毅然奔赴死亡的悲壮，舍弃梦想，舍弃生命，舍弃一切！彻底的神作，值得满分！
Jeremiah,5,2020-06-14 17:55:07,6,【200614】9.7-最后5集全!程！高！能！如果让我评选巨人最牛逼的段落那《白夜》必定上榜！如果换一般的番，估计会安排团长回光返照，让他说一堆大义凛然的话，反正就是不要救我救团员。巨人的设计是什么？只让埃尔文做了一个无意识的动作，这便胜过千言万语。这一季开始越来越喜欢韩吉了。等不及第四季去把漫画补到6月刊了
Luf Lanfkaij,5,2019-06-25 14:18:01,12,神作！如果是普通番剧，最多就是墙内的人类打倒巨人夺回世界的故事。神剧就是打倒这些巨人了解真相只是开始。剧情在这一季完全铺开，终于不在郁闷这个墙到底是干嘛的了，豁然开朗的感觉。
momo,5,2020-05-17 21:44:08,0,换了歌手总算好些了。其实看了这么多，没有什么喜欢的人
飞跃疯人球,5,2019-06-06 19:38:41,7,9.8  神作
多拉西,5,2020-08-16 16:52:05,5,善与恶的对立被打破 无人有罪却又共同承担着痛苦 说到底还是人性所至 放眼现实也同样如此 所谓对自由的追求 究竟什么才是自由 为之付出的代价是否对等 对意义的探讨也同样深刻 团长的最后一段话 死都是没有意义的 需要后人来为自己赋予意义 以此代代相传 一步步缩小与真相的距离 然而真相却更加残酷 要为前人的牺牲赋予意义恐怕需要的是更多的牺牲 说到底一切依旧没有意义 第一次希望动漫文学化 在现有世界架构＋存在主义内核＋多元人物塑造的基础上进行深入书写 定会成为经典 //看到阿明牺牲自己真是哭成狗 团长放弃实现执着一生的个人理想悲壮牺牲也好唏嘘 哎为什么人类的历史尽是互相厮杀 过去发生的当下亲历的未来注定的 真的没有意义
zhang 2nd,4,2020-05-29 16:13:07,0,这才真正展开了
愛月撤灯,5,2020-12-07 09:06:01,12,那一天，太阳没有落下，于是第二天，黎明没有来临。致55话白夜。
Johnsu,5,2019-06-15 17:56:52,18,这季的19集，最后耶格尔医生说到希望拿到这本日记的是我的同胞时有点想哭呢。这是为什么呢？
Aguai,5,2020-12-15 20:38:38,4,「妻子也好，孩子也好，其他人也好，要在墙内去爱别人，如果做不到就只会和过去一样，无数次重演历史，重蹈覆辙，如果想拯救三笠，拯救阿尔敏，拯救大家，就去完成使命吧」
幻觉共有,5,2019-07-20 04:45:18,5,从第一季第一集开始看 本来以为只是热血战斗番 远远低估了作者的立意 完成度太高了 是我看过的最好的动画之一（原作是漫画）
一条瑜评动画,5,2019-04-29 15:51:03,7,有生之年，五星为敬
Tom,4,2021-04-28 23:26:37,0,到第三季为止基本上把整个世界观构筑完整了，强烈的社会和政治隐喻、投射出的历史观也达到了一个顶峰。
silver,5,2019-07-02 11:13:23,25,希望大家举报那些恶意评低分的人，评一星的您真的看了吗就在这找存在感ps.仅针对第三季😁
普罗米方舟,5,2020-11-30 22:01:29,1,毫无疑问本月的观影是属于进击的巨人的！！这部动漫实在是太顶了！！！！我要毫不吝惜地把所有的赞美都给进击的巨人！他让我仿佛找回了当年看海贼王的那种感动和热血，但他又是完全不同于海贼王的动漫，日漫里进击的巨人可以直接在我心中和海贼王并列第一了！这是一部非常不像日漫的日漫，各方面和德国和欧洲有着千丝万缕的联系。悲壮的配乐、丰满立体的人物形象、极强的故事剧情、上乘的动画制作水平、作者涉猎广泛的议题探讨、对复杂人性的思考等等，在我心中这部动漫已经封神！他让我无数次热烈盈眶！进击的巨人，我把心脏献给你！Shinzou wo Sasageyo！！
Harvest,5,2019-05-02 17:53:44,15,做到现在都没有明显下滑，我感觉进巨要封神了。还有九集要追，心脏且留下，五星拿去！
听霜书生,5,2020-12-07 16:05:06,0,听说今天要第四季了，有点激动……回来发现之前看了没标记这个。
猫猫少将,5,2019-06-10 13:25:02,8,以前真是不懂欣赏啊。。真是个好题材，泪了
沈枯燥在搞文化,5,2022-04-12 18:00:43,3,兵长的选择那集 泪流满面
momo,5,2019-06-03 17:30:39,12,不用走程序，直接吹爆。剧情，动作，人物塑造，构图，台词，音乐全部满分，不打五星还是人吗！
UrthónaD'Mors,4,2021-06-22 14:49:00,0,奇行种的狂欢
风尘,5,2019-07-05 12:39:22,4,"4.5
一直在追寻大海那边的彼岸
可真的了解到，才发现那里
不是桃花源，也没有自由
这里人的意义，也只是存在于用自己的死亡，将生的希望就给后代
士兵们，愤怒吧，士兵们，咆哮吧
士兵们，战斗吧，士兵们，前进吧
士兵们，接受死亡吧"
NGL自治国蚁王,5,2019-10-23 00:57:19,7,敞开心扉，非常舒适，墙内人看见了目标，故事可以向着海外边的敌人发展了，观感渐入佳境，但是由衷希望nc粉少一点，真心别给巨人招黑好吗？比巨人好看的番多得是
欧依熙,5,2023-11-16 17:20:39,0,“阿尔敏，把大海对岸的敌人都杀光，我们就能获得自由吗？”
半弦月,3,2020-05-02 22:20:22,7,全仰仗文本拓展，其实很惊艳，这世界观控制不好容易崩
岛屿森林,5,2019-06-24 13:03:59,15,虽然看过漫画，但21集还是让人起鸡皮疙瘩。每个继承巨人之力的人，都会继承之前所有人的记忆片段，但是可能不知道是谁的记忆。枭在为艾伦爸爸注射巨人脊髓液时说了段话，让我觉得进击的巨人应该是一个轮回的故事吧。艾伦一直想救大家，但是没有做到，所以通过某种方法，也许是始祖巨人的力量，也许是集齐9大巨人的力量，将时间变到了10岁时还没有被巨人袭击的时候。。。最新一集正好与第一季第一集开始呼应，艾伦梦到巨人，从梦里醒来，说做了一个很长的梦。。。啊啊啊啊，漫画什么时候更新啊。。。
Panda的影音,5,2020-12-03 23:45:11,2,就这么继续偏爱动画下去吧！—— EP4→艾爾文團長：…為那些士兵賦予生存意義的是我們！那些勇敢的死者，那些可憐的死者，能夠悼念他們的，是身為生者的我們。我們將會在這死去，將意義託付給下一個生存者，這正是唯一一個能夠對抗這殘酷世界的方法。—— EP9→艾連·克魯格：“九大巨人”分別有自己的名字，接下來要由你繼承的巨人也是。這個巨人無論在什麼時代，都為了追求自由而不斷前進，為自由而戰。其名為，進擊的巨人。& 致 親愛的希絲特莉亞：現在萊納在我旁邊，正在偷看我寫這封情書，真是個沒品的傢伙，他絕對不受女孩歡迎。但他跟我約好一定會把這封信交給妳，說是想報答我那時救了他們的恩情。那時候真的很抱歉，沒想到我比起妳竟然選擇了他們。我將要赴死，但我不後悔。雖然很想這麼說，但其實我還有個遺憾，那就是沒能跟妳結婚。尤米爾 筆
进羽,3,2019-05-06 16:13:50,2,这一季主要是讲玛利亚之墙外围的作战，以及地下室的秘密。因为看过了漫画，所以没有很激动的感觉。
积木,5,2019-06-27 12:05:28,10,脉络越来越清晰了。还不想看漫画，感觉剧情会飞快接受不了
麦田守望者,5,2019-07-17 06:02:49,3,日本人真是一点都不避讳有法西斯倾向的装扮啊……但是我还是觉得是个可歌可泣的好作品。没有看过原作，但动画组干净利落。但我还是觉得莱那的戏份有点多，虽然他精神分裂了……
破忒头,5,2019-05-16 15:31:21,20,以前巨人霸权的时候纯粹当热血民工漫来看，事实证明这是最错误的打开方式。二刷我才注意到艾伦以外的其他角色。谏山创到底是个什么品种的神人，挖坑必填，从第一话开始每一个分镜都有可能是伏笔，对战争、信念、人性提出太多哲学问题，我经常要停下来思考很久才能继续看，respect，日本漫画史巨人必须有姓名。动画方音乐诚意实在太足了。
雨碎风希,5,2019-06-24 11:39:22,11,剧情紧凑不拖沓，立意很深，文戏高潮迭起，武戏帅出天际，还能说什么呢，迄今为止看过相当好的作品了
tobeelva,5,2019-06-04 10:29:25,10,深挖人性的巅峰之作
索,5,2021-04-10 21:12:01,2,这一季是最精彩的，堪称完美
Horace,5,2019-07-03 08:48:48,5,为了我的梦想去死吧。
[未注销],4,2025-03-05 07:17:52,1,在山的那边，海的那边
在路上,5,2019-05-06 21:12:56,18,权游血崩还有你
樗栎,5,2019-06-24 13:00:51,14,我给很多作品打过五颗星，唯独这个，我想打六颗。
顾轻舟Jasmine~,5,2019-06-10 15:08:58,22,"这就是真正的人类吧
永远心怀梦想
永远追求自由
永远不会屈服
甚至主动选择死亡
这就是人类能拥有的勇气吧"
馨馨家的霸王龙,5,2019-06-03 23:50:52,12,“放弃你的梦想 然后去死吧！”
小王子,5,2021-02-08 20:34:24,0,没想到第三季这么惨烈，但是第三季也是闪现着人性光辉的一季，巨人的真相基本上已经全部揭晓，每一个离去和留下的人都刻画的很有灵魂。让人意难平的是埃尔文团长，一路走好。
小点点,5,2019-05-28 00:49:12,10,燃死我。 卧槽 兵长太几把帅了 给我砍砍砍。 终于理解广电为什么要禁了 ，砍起来不要太爽。结合今天南昌的新闻 ，禁了的话 就少了一帮傻逼看也挺好的。
Dream-Sky,5,2019-05-27 22:30:00,6,目前看过的动画的巅峰
豆友2174522,5,2019-07-01 22:14:35,0,#柒捌捌〇看动画#我想在今天来看这个结局，多少有些脚注的意味。“我以为海的那边是自由，而其实那边是敌人。”
Turefixfans,5,2019-07-03 00:09:51,16,"核心渐渐转到史、哲、政
真是把故事越讲越好的典范
日漫的思想水平和制作精良度逐渐向美剧并齐
我们要等到什么时候才能有这种级别的作品"
paracelsus,4,2024-03-19 01:25:45,0,4.5
LLENN,5,2020-02-20 15:38:55,8,进击的巨人是我看过最好看的动漫和漫画了，虽然前有海贼王，后有鬼灭之刃，但是仔细一回想还是进击的巨人最棒！
郭连凯,5,2021-02-19 02:38:52,0,ok
白垩纪,5,2019-05-23 13:08:48,13,#玛利亚之墙夺回篇不可战胜#“人总有一天会死，那么人生是毫无意义的吗？降生在这世上本就是毫无意义的吗？死去的同伴们也是吗？那些士兵的死也是毫无意义的吗？不，不对！为那些士兵赋予生存意义的是我们。那些勇敢的死者，那些可怜的死者。能够悼念他们的是身为生者的我们。我们将会在这里死去，将意义托付给下一个生存者。这正是唯一一个，能够对抗这残酷世界的方法！”——埃尔文·史密斯
林摸鱼,5,2019-07-06 09:02:01,4,当初看漫画时，比起墙外异世界的设定，最为悲壮感怀的，还是兵团二人最后的意志。调查兵团也冲到了头，自此，自由之战完结，余下的，就只是无休止的战争了。
Asteroid,5,2019-06-11 17:10:12,18,太 无 敌 了 我 操
君心可晴,5,2021-03-02 20:28:20,3,原著中，最精彩的一段，动画版依然也是最好看的，那么多人献出了心脏，谜底也同时揭开，超级震撼。……进行到这个时候，之前的设定bug，一个个也凸显出来，瑕不掩瑜，创作了那么久，可以理解为，开始创作的时候，还没想到后面。
Serenais33,5,2019-10-03 19:43:29,7,就喜欢从来不嘴炮的兵长 快狠准
Fenriz,5,2019-06-05 21:55:28,6,深刻诠释了有个好剧本就算放ppt也好看，不过这部貌似制作经费不太够，人物的脸偶尔要崩，好出戏……
Reddie>///<,5,2019-07-18 03:15:11,10,"恭喜巨人在我心中荣升到与三体和龙族齐平的地位 花了两周时间把巨人的漫画 包括前传全给追完了 真的对创哥跪得膝盖都要跪碎了orz 原来墙外的世界是那么广阔啊 原来除了血腥的杀戮还有一丝温情啊 原来进巨是一部励志无比的热血番啊 漫画看完完全颠覆我对巨人的固有认知了
第三季part 2的动画也是强无敌 前几集能把权游从IMDB上拉下来 人物刻画细节无与伦比 文戏白夜一集无OP无bgm全声优控场堪称动画史上的典范 武戏兵长砍猴酣畅淋漓让人高呼牛逼 哇进巨就是给人那种对自由对希望对未来的向往 被碾压那就想尽一切办法去战胜比自己强的多的怪物 被人夺取记忆那就去找回那些丢失的历史 被束缚在牢笼中就更加要去新世界寻找自由 献出自己的心脏 去探寻世界的真相 这就是调查兵团啊 我已经激动得不知道怎么评价了😭"
颍原真吾,5,2019-07-01 10:02:38,6,不，不对！为那些士兵赋予生存意义的是我们，那些勇敢的死者，能够悼念他们的是身为生者的我们。我们将会在这死去，将意义托付给下一个生存者，这正是唯一一个能够对抗这残酷世界的方法。
明天就现充,4,2019-07-08 14:16:29,2,四星半。E4-6完全值五星，可是这网越撒越大让人不禁担忧最终季怎么收
Chain,5,2021-03-22 15:19:11,0,此时时刻，明知自己会在此处赴死，毫无意义地、毫无生息地、死去！很害怕无意义的死？不，是否有意义是活着的人赋予死者的。
Azeril,5,2019-08-04 02:02:03,3,下篇。围绕城墙夺回战和地下室秘密探索展开。而最终所触及的则是整个大陆的秘密 被篡改的记忆所掩盖的真实世界 终于在百年之后展现在围墙中的所有人眼前。在大海对岸 并非是希望 而是敌人。剧情方面 最扣人心弦的是兵长手握巨人药剂 在一众人的争执乃至对抗之下 选择救谁。期待下一季
momo,5,2022-11-12 20:29:36,8,越长大越能理解艾尔文和古力夏了，其实作者的表达很明确，“只有恶魔才能战胜恶魔”，人活一世，为自由、为正义、为真相，终将归于虚妄，支持这副身体继续苟延残喘的，唯有心中的执念而已。为了执念放弃一切，至死不渝，浓墨重彩地活过一生，将其他人甚至自己都视为棋子，只为了自己内心的真理，哪怕众叛亲离，失去生命。过去的古力夏，今天的团长，未来的艾伦。然而兵长在最后关头选择复活阿尔敏，从此人类的命运产生变数，因为兵长和阿尔敏一样，完全不是恶魔，而是被情感牵绊的普通人，他们心中有对美好的向往，有对人性的期待，但这些东西到底能否存在，谁又知道呢。这么一来，我算是理解红毛为什么是团长和艾伦的死忠粉了，如果这个世界是地狱的话，可能我们不需要天使，更得不到和平，只需要一个恶魔带领，去用绝对的力量改写世界的规则吧！
💥,5,2019-05-06 02:07:25,59,网盘黑马来了
Kalsarikkkk,5,2019-06-04 17:00:49,9,看到了希望和绝望的并存，感受到活下去的力量，也知道死亡的降临。我们为什么而存在，我们存在的意义？埃尔文给的回答是：自由的。死者的意义是为了寄托给下一个生者的。5星的神作，像在绝壁上的雷炮，砸开了整个岩洞，全人类被灼烧吧，呐喊吧，反抗吧，战斗吧。像整个历史浩劫的缩影，在残酷的利刃中，看着自己同伴倒下，看着自己倒下，最终用鲜血铸成的［消失的历史］回想第一季，如百年孤独一样的开头，＂人类在那一天终于想起被巨人支配的恐惧。＂什么都是无解的，士兵最终会倒下，坟墓会腐烂，文明被瓦解。有一天，人类又重蹈覆辙的在忘记的基础上，苏醒。
甚天,5,2023-05-01 22:25:06,2,"3：没有一个情节多余，世界线收束，马克的死和疯了的莱纳；4：石沙变血雾，后来的生者决定牺牲者的意义，冲锋吧呐喊吧战斗吧；5：'勇者'敢死队，“和父亲不一样”，兵长赛高，“我没有逃”；6：“我们都是那个父亲的受害者”，尤弥尔的信，阿尔敏，埃尔文，恶魔，大海，“老师,你怎么知道墙外没有人类了”，“大家,救救我”；7：众人正沉浸在深情与悲伤中，沙夏“吵死了！”，他们成功去地下室了团长；8：我要疯了；9：三笠和阿尔敏；10：是敌人还是自由"
💥,5,2019-06-17 14:45:34,19,不给五星的都是不客观评价
执空,5,2022-04-23 16:08:55,6,这一季出彩的人设也太多了。比如愿意和民众共享信息的女王（ORZ，疫情当下的上海刚刚经历了全网的404，说到这个真的是讽刺），至死都在追求梦想的艾尔文团长，为了自己的使命放弃自我追求的艾尔文在濒死的一刻举起手来提问真的太让人动容了，为了履行团长的承诺杀了一排巨人的兵长真的是帅到爆，兵长真的是人类之光，凭借人类之力杀了巨人。还有阿明绝对优势的脑子，观察力推断力以及最后的赴死，绝对是第三季高光时刻。在最后也终于埋下了艾伦的激进主义的伏笔，如果艾伦真的能看到未来，他的确是会认为，和平是短暂的，而只要人类在，掠夺有限资源的目的在，战争就永远在。
堰赞咔,5,2019-05-27 10:39:42,6,"团长下线，阿尔敏下线
哭泣
卧槽？这边还经历了这种事？不是第五集之后就完？"
浅蛰「已注销」,5,2019-07-01 12:55:24,13,"进击的巨人的两大难题：
格里沙的“究竟是谁错了，是我还是这个世界？”
艾尔文的“老师，墙外面没有人类的事，是怎么调查出来的？”"
Jin,4,2022-10-23 05:37:51,0,「地狱会一直存在直到我们死绝」
粟冰箱,5,2019-07-07 15:14:56,8,世界观终于揭开了全貌，设定太棒啦！！17集看得我痛哭失声，好久没看影视剧这样狠戳我心了。每个人物都有沉醉的让自己活下去的一件事啊，包括肯尼，包括埃尔文团长，包括猿巨人……太惨烈了。不过唯一安慰的是，他们最终都看见了海啊。
闲,5,2019-05-28 20:31:22,8,这个弥补了权游烂尾的遗憾
玲玖,5,2020-01-11 01:12:51,6,如果有人质疑动画不能打 不够别的艺术伟大 这几集是最好的打脸工具
屹青,5,2022-04-10 16:53:52,1,塔塔开！！
梁仲雨,5,2019-05-27 20:01:02,9,吹爆本季第五集，虽千万人吾亦往矣，本剧最高潮之一。
猫日那,5,2025-03-04 22:15:44,2,玛丽亚之墙夺还战赛高！总算到海边了，但海的那边，真的有自由吗？
未检测到人脸,5,2024-03-18 21:53:01,0,长评。
王大pants,5,2020-05-09 21:11:51,8,这他妈就是时代神作
叫我垃圾君,5,2019-06-05 07:42:55,10,看完第三季之后你应该只有一个要求，想看第四季。
我好苏啊,5,2024-06-18 16:35:24,0,团——长———！太惨烈，使我的眼泪喷涌
连虎修,5,2021-01-25 21:17:38,0,我大呼牛逼
SitStill,5,2019-05-28 21:15:34,4,卧槽 第17集屌爆了！！！
齐木楠子,4,2022-12-14 16:24:45,1,我的艾尔文团长啊啊啊啊！哭勒！利威尔真的好厉害…哭勒
popon pop,5,2024-10-01 14:49:58,4,之前我发错了我其实才看完第三季…是真的好看的。完了我已经不讨厌艾连和三笠了，对不起我打脸了，这里世界观的不统一性不断在内部不断反思和架构，然后向深处一直幽微而仔细的探索真的是好作品基本面貌！学习了
东桑桥南,5,2019-09-01 16:37:32,5,电车困境做最后的选择难免有点理由不足；困住人的从来不是墙；从来没有真相；最后会有那几种声音呢
niche,5,2019-06-17 18:02:50,16,他的名字叫:进击的巨人
sin狗,3,2019-05-25 09:54:15,4,题材很好，但实在受不了日漫这种中二的气质。。
欲圣,5,2020-08-31 20:21:22,3,“世界残酷而美丽，让共同降生于世的我们——互相理解、一同欢笑、并肩前行吧。”
白日梦想猪,5,2019-06-03 11:38:27,21,我的妈，s3part2大概就比权游最终季好看个几十倍吧！
折木,5,2022-11-19 00:52:51,2,海的那边，是敵人。
子非鱼,5,2019-10-15 13:15:15,5,"确实牛逼但没到我心目中能封神的程度，格局也并不出乎意料。另外也许动画时长受限，总感觉一些串联剧情的细节仍旧不够充分，看来要补补漫画。
这部分最打动我的是结尾艾伦那悲哀的反问，那是他成长的见证，也是对“自由”的更深领悟。
ps:维利兵长的无敌实力真是如同bug般的存在……"
